번호,분야,사업명,신청시작일자,신청종료일자,소관기관,수행기관,등록일자,상세URL
810,경영,2024년 친환경경영 컨설팅(ESG경영체계 구축) 참여기업 모집 재공고,2024-03-06,2024-03-13,환경부,한국환경산업기술원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095536
811,창업,환경창업 아이디어 상시 모집 공고,2024-03-04,2024-12-31,환경부,한국환경산업기술원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095535
812,경영,2024년 디자인전문기업육성 및 글로벌화(육성 부문) 참여기업 모집 공고,2024-03-06,2024-04-05,산업통상자원부,한국디자인진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095545
813,경영,[충북] 2024년 기업애로 SOS자문단 참여기업 모집 공고,2024-03-04,2024-12-31,충청북도,충청북도기업진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095534
814,내수,2024년 1차 소상공인 직접제작 라이브커머스 모집 공고,2024-03-04,2024-03-23,중소벤처기업부,중소기업유통센터,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095533
815,수출,2024년 산업통상협력개발지원사업(ODA) 공고,2024-03-05,2024-04-05,산업통상자원부,한국산업기술진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095544
816,기술,2024년 한국형 선진 기상재해대응시스템 수출 사업 공고,2024-03-04,2024-03-25,기상청,한국기상산업기술원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095532
817,내수,2024년 1차 소상공인 라이브커머스 제작ㆍ운영 지원사업 모집 공고,2024-03-01,2024-03-17,중소벤처기업부,중소기업유통센터,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095543
818,경영,[전남] 2024년 ICTㆍSW기업 사업화 지원사업 모집 공고(ICT 융복합 지역 개발 기업 지원사업),2024-03-18,2024-03-20,전라남도,전남정보문화산업진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095531
819,내수,2024년 저작권 보호 바로 지금 파트너스 참여기업 모집 공고,2024-03-05,2024-03-22,문화체육관광부,한국저작권보호원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095530
820,수출,2024년 안시 국제 애니메이션 필름 마켓(MIFA) 참가기업 모집 공고,2024-03-06,2024-03-20,문화체육관광부,한국콘텐츠진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095529
821,경영,[제주] 2024년 SW융합 지원사업 통합 모집 공고,2024-03-21,2024-03-27,제주특별자치도,제주테크노파크,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095542
822,내수,2024년 1차 소상공인 TV홈쇼핑 및 T-커머스 입점지원사업 모집 공고,2024-03-01,2024-03-20,중소벤처기업부,중소기업유통센터,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095528
823,경영,[전북] 2024년 창의ㆍ혁신형 사회적기업 지원사업 모집 공고,2024-03-04,2024-03-15,전북특별자치도,전북특별자치도경제통상진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095541
824,경영,[제주] 2024년 ICT기업 지원사업 모집 공고,2024-03-18,2024-03-22,제주특별자치도,제주테크노파크,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095520
825,수출,2024년 VIVA Tech 해외전시회 참가기업 모집 공고,2024-02-29,2024-03-18,중소벤처기업부,창업진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095527
826,금융,[인천] 2024년 중소기업육성자금 지원계획 공고,2024-03-04,2024-12-31,인천광역시,인천테크노파크,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095519
827,내수,[울산] 2024년 2차 벤처나라 등록 지원 모집 공고(벤처기업 육성지원사업),2024-03-04,2024-04-08,울산광역시,울산경제일자리진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095526
828,경영,[울산] 2024년 벤처기업 인증 컨설팅 지원 참가기업 모집 공고(벤처기업 육성지원사업),2024-03-04,2024-12-31,울산광역시,울산경제일자리진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095525
829,기술,[울산] 2024년 인증 획득 지원 참가기업 모집 공고(벤처기업 육성지원사업),2024-03-04,2024-03-29,울산광역시,울산경제일자리진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095523
830,기술,[강원] 홍천군 2024년 천연물ㆍ바이오산업 활성화 기업지원사업 수혜기업 모집 통합 공고(시군구 연고산업 육성사업),2024-02-29,2024-03-27,강원특별자치도,강원테크노파크,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095522
831,창업,[울산] 2024년 시제품 제작 지원 참가기업 모집 공고(벤처기업 육성지원사업),2024-03-04,2024-04-08,울산광역시,울산경제일자리진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095521
832,경영,[광주] 2024년 스타상품 개발 및 양산화 지원사업 컨소시엄 모집 공고(스타공예상품개발 및 일자리 창출사업),2024-03-27,2024-03-28,광주광역시,광주디자인진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095518
833,내수,[경기] 2024년 중소기업 미디어 홍보 광고 지원사업 모집 공고,2024-03-04,2024-03-22,경기도,경기도주식회사,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095517
834,인력,[광주] 2024년 우수인재 유치 및 우수경력자 인건비 지원사업 수혜기업(창업기업) 모집 공고,2024-03-04,2024-03-22,광주광역시,광주테크노파크,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095516
835,인력,[경남] 창원시 2024년 방산분야 기업 맞춤형 인재 채용 지원 신규 참여기업 모집 공고(방위산업 맞춤형 전문 인재육성 사업),2024-03-04,2024-03-22,경상남도,창원산업진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095500
836,인력,[울산] 남구 2024년 여성친화기업 환경개선사업 사업 모집 공고,2024-03-11,2024-03-29,울산광역시,기초자치단체,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095515
837,수출,[경남] 중국 서부지역 온ㆍ오프라인 마케팅 지원사업 참가기업 모집 공고,2024-03-04,2024-03-15,경상남도,경남무역,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095499
838,내수,[경기] 양주시 2024년 중소기업 온라인 플랫폼 마케팅 지원사업 참여기업 모집 공고,2024-03-04,2024-03-29,경기도,경기테크노파크,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095498
839,수출,[경남] 2024년 1차 중소기업 해외인증 획득 지원사업 참가업체 모집 공고,2024-03-04,2024-05-31,경상남도,경남무역,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095497
840,기술,[부산] 2024년 16기 기술창업 인큐베이팅 지원사업 신청자 모집 공고,2024-03-06,2024-03-29,부산광역시,부산경제진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095514
841,경영,[광주] 북구 임차 소상공인 카드수수료(2023년 연매출 기준) 지원사업공고,2024-03-04,2024-12-31,광주광역시,기초자치단체,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095513
842,수출,[강원] 일본 반려동물 전시회(Interpets) 참가 지원사업 참가기업 모집 공고,2024-02-29,2024-03-13,강원특별자치도,강원특별자치도경제진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095496
843,수출,[울산] 2024년 KOTRA 쇼피 파워셀러 육성사업 모집 공고,2024-03-05,2024-03-18,울산광역시,KOTRA울산지원단,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095512
844,창업,[충북] 2024년 창업 지원 원스톱 프로그램 모집 공고,2024-03-04,2024-03-29,충청북도,충북콘텐츠코리아랩,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095495
845,기술,[경북] 2024년 고위험 제조현장 공정 기술개발 지원사업 공고,2024-02-28,2024-03-20,경상북도,경북하이브리드부품연구원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095511
846,수출,[경기] 2024년 골라쓰는 대체공급망 구축 지원사업 참여기업 모집 공고,2024-02-26,2024-03-15,경기도,경기중소벤처기업연합회,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095494
847,내수,[충북] 2024년 중소기업 개별 전시ㆍ박람회 참가 지원 사업 공고,2024-02-29,2024-03-13,충청북도,충청북도기업진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095510
848,경영,2024년 한류연계 협업콘텐츠 기획개발 지원(CAST) 사업 IP 자율형 참여기업 공모,2024-03-06,2024-04-01,문화체육관광부,한국국제문화교류진흥원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095493
849,경영,[인천ㆍ경기] 2024년 2분기 공공조달시장 진출지원 컨설팅 희망기업 모집 공고,2024-03-11,2024-03-15,조달청,경기조달지원센터,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095492
850,금융,[광주] 2024년 벤처기업육성자금 지원계획 모집 공고,2024-03-05,2024-12-31,광주광역시,광주경제진흥상생일자리재단,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095509
851,경영,[경기] 2024년 가구 스마트제조공정시스템 구축 지원사업 공고,2024-03-04,2024-04-04,경기도,경기대진테크노파크,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095508
852,기술,2024년 XR융합 시제품 제작 지원사업 공고(소재ㆍ부품ㆍ장비산업 연계 XR실증단지 구축사업),2024-03-06,2024-04-05,산업통상자원부,충북과학기술혁신원,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095507
853,경영,[대구] 2024년 침장 인큐베이팅 기업 육성지원 수혜기업 모집 공고( 글로컬 대구침장 특화산업 육성사업),2024-03-06,2024-03-26,대구광역시,대구경북섬유직물공업협동조합,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095506
854,수출,[대구] 2024년 침장 탑(TOP)브랜드 육성지원 수혜기업 모집 공고(글로컬 대구침장 특화산업 육성사업),2024-03-06,2024-03-26,대구광역시,대구경북섬유직물공업협동조합,2024-03-07,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095491
855,경영,[경북] 2024년 탄소중립 교육 컨설팅 참여기업 모집 공고,2024-03-07,2024-03-22,경상북도,금오공과대학교산학협력단,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095505
856,수출,[부산] 2024년 해양바이오기업 국제인증지원사업 모집 공고,2024-02-29,2024-03-13,부산광역시,부산테크노파크,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095490
857,경영,[세종] 2024년 지역특화콘텐츠개발 지원사업 모집 공고,2024-03-14,2024-03-28,세종특별자치시,세종테크노파크,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095489
858,경영,2024년 1차 원산지검증 대응 지원사업 모집 공고,2024-03-14,2024-03-29,관세청,직접수행,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095504
859,인력,[경남] 2024년 여성친화 기업환경개선사업 모집 공고,2024-03-06,2024-03-15,경상남도,경남여성새로일하기센터,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095503
860,수출,2024년 2기 KOTRA-아마존 US 파워셀러 1단계 입점교육 참가기업 모집 공고,2024-03-07,2024-03-20,산업통상자원부,대한무역투자진흥공사,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095502
861,수출,2024년 2기 KOTRA-아마존 JP 파워셀러 1단계 입점교육 참가기업 모집 공고,2024-03-07,2024-03-20,산업통상자원부,대한무역투자진흥공사,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095488
862,수출,2024년 2기 KOTRA-쇼피 파워셀러 1단계 입점교육 참가기업 모집 공고,2024-03-05,2024-03-18,산업통상자원부,대한무역투자진흥공사,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095487
863,경영,2024년 서울특별시 마이스(MICE) 산업 지원계획 모집 공고,2024-02-27,2024-12-31,서울특별시,서울관광재단,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095486
864,경영,2024년 노사문화 우수기업 및 대상 선정 계획 공고,2024-03-06,2024-08-16,고용노동부,노사발전재단,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095485
865,기술,2024년 전략기술 테마별 프로젝트(DCP) 기술수요조사 시행계획 공고,2024-04-01,2024-04-17,중소벤처기업부,중소기업기술정보진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095484
866,경영,[대구] 수성구 2024년 들안예술마을 공예 특화상품 개발지원 모집 공고(유휴공간 문화재생 사업),2024-03-20,2024-03-22,대구광역시,대구경북디자인진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095501
867,기타,2024년 1차 윈윈 아너스(WIN-WIN HONORS) 프로젝트 추진계획 연장 공고,2024-03-05,2024-03-29,중소벤처기업부,대중소기업농어업협력재단,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095480
868,수출,[전남] 2024년 독일ㆍ네덜란드 시장개척단 파견 참가기업 모집 공고,2024-02-28,2024-03-15,전라남도,한국무역협회광주전남지역본부,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095479
869,경영,[충남] 2024년 경험형 스마트마켓 지원사업 모집 공고,2024-03-04,2024-03-22,중소벤처기업부,지방중소벤처기업청,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095478
870,금융,[강원] 춘천시 2024년 창업지원자금(중소기업동행지원) 지원계획 공고,2024-02-27,2024-12-31,강원특별자치도,기초자치단체,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095477
871,경영,[경남] 2024년 소상공인 생애주기별 맞춤지원 사업 시행 모집 공고,2024-03-04,2024-12-31,경상남도,경남신용보증재단,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095483
872,인력,2024년 일학습병행 학습기업 모집 공고,2024-01-24,2024-12-31,고용노동부,한국산업인력공단,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095476
873,인력,2024년 체계적 현장훈련 참여기업 모집 공고,2024-02-13,2024-10-31,고용노동부,한국산업인력공단,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095475
874,기술,2024년 디지털 트윈 혁신서비스 선도 실증사업(공공시설물 안전실증ㆍ제조산업 적용실증) 통합 모집 공고,2024-02-28,2024-03-29,과학기술정보통신부,정보통신산업진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095482
875,수출,[대전] 2024년 해외공공조달시장 진입지원사업 참가기업 모집 공고,2024-02-28,2024-03-26,대전광역시,대전일자리경제진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095481
876,인력,2024년 사업주 직업능력개발훈련 운영계획 공고,2024-01-08,2024-12-31,고용노동부,한국산업인력공단,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095474
877,수출,2024년 1차 특허분쟁 대응전략 지원사업 공고,2024-03-04,2024-03-22,특허청,한국지식재산보호원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095460
878,내수,2024년 상반기 우수체육용구 생산업체 지정 신청 공고,2024-03-04,2024-04-30,문화체육관광부,국민체육진흥공단,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095473
879,기술,[전북] 2024년 탄소중립 연계 기술창업 지원사업 참여기업 모집 공고,2024-02-28,2024-03-19,전북특별자치도,전북특별자치도경제통상진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095459
880,기술,[충남] 2024년 디스플레이 SW융합제품 사업화 신규과제 모집 공고(지역자율형 디지털혁신 프로젝트사업),2024-02-28,2024-03-08,충청남도,충남테크노파크,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095472
881,경영,[울산] 2024년 외식업 입식좌석 개선 지원사업 모집 공고,2024-03-04,2024-03-22,울산광역시,직접수행,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095458
882,경영,2024년 콘텐츠 스타트업 투자연계 창업도약 프로그램 공고,2024-04-30,2024-05-14,문화체육관광부,한국콘텐츠진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095457
883,내수,[광주] 2024년 공예상품 안전성 검사 지원사업 모집 공고(수제공방육성지원사업),2024-03-18,2024-03-19,광주광역시,광주디자인진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095471
884,수출,[서울] 2023년 2차 테크ㆍ라이프스타일 해외 진출 지원기업 모집 공고,2024-02-28,2024-03-15,서울특별시,서울경제진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095456
885,인력,[대전] 2024년 영세 자영업자 인건비 지원사업 모집 공고,2024-03-18,2024-12-31,대전광역시,대전일자리경제진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095455
886,기술,2024년 센서 성능평가 기반구축 및 신뢰성 지원사업 대상기업 모집 공고,2024-03-04,2024-03-22,산업통상자원부,나노종합기술원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095470
887,수출,[충북] 2024년 아마존 활용 수출기업 발굴 및 성장 지원사업 참여기업 모집 공고,2024-02-29,2024-03-15,충청북도,청주상공회의소,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095469
888,기술,2024년 다품종 맞춤형 센서 제조플랫폼 개발 및 제조지원사업 대상기업 모집 공고,2024-03-04,2024-03-22,산업통상자원부,나노종합기술원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095454
889,창업,[전북] 2024년 창업패키지 창업기업 모집 공고,2024-02-29,2024-03-20,전북특별자치도,군산대학교,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095468
890,경영,[경기] 2024년 뷰티 디자인개발 과제 참여기업 모집 공고(뷰티산업 육성 지원사업),2024-03-05,2024-03-26,경기도,경기중소벤처기업연합회,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095453
891,기술,[인천] 2024년 미래자동차 부품 시험지원 사업 신청기업 모집 공고,2024-02-29,2024-11-30,인천광역시,인천테크노파크,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095467
892,내수,[서울] 2024년 DDP 쇼룸 패션ㆍ뷰티 테크 PoC 지원사업 모집 공고,2024-02-28,2024-03-14,서울특별시,서울경제진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095452
893,인력,2024년 미래내일 일경험 사업 참여기업 모집 공고,2024-03-05,2024-03-08,고용노동부,한국기술사업화협회,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095451
894,인력,[경남] 2024년 사회적기업 시설장비비 지원 사업 공고,2024-02-29,2024-03-22,경상남도,직접수행,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095450
895,경영,[경남] 의령군 2024년 먹거리 산업고도화 육성사업 지원기업 모집 통합 공고(시군구연고산업육성),2024-02-29,2024-03-27,경상남도,경남테크노파크,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095449
896,기술,2024년 AI기반 의료시스템 디지털 전환 지원사업 공고,2024-02-29,2024-04-03,과학기술정보통신부,정보통신산업진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095448
897,경영,2024년 소상공인 에너지효율향상 지원사업 공고,2024-03-11,2024-06-28,산업통상자원부,한국에너지기술평가원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095447
898,창업,2024년 ICT 스마트관광 스타트업 지원사업 참가기업 모집 공고,2024-02-29,2024-03-29,강원특별자치도,강원창조경제혁신센터,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095446
899,수출,[인천] 서구 2024년 해외지사화 지원사업 참가기업 모집 공고,2024-02-29,2024-03-15,인천광역시,기초자치단체,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095466
900,기술,[경남] 밀양시 2024년 나노기술 융합 소재ㆍ부품기업 성장지원 수혜기업 모집 공고(시군구 연고산업 육성사업),2024-02-29,2024-03-27,경상남도,경남테크노파크,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095465
901,경영,2024년 산업진단보조 사업 지원계획 공고,2024-02-19,2024-12-31,산업통상자원부,한국에너지공단,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095464
902,기술,[강원] 춘천시 2024년 첨단바이오 혁신전략 기획 유망과제 모집 공고,2024-02-29,2024-03-15,강원특별자치도,춘천바이오산업진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095444
903,경영,[경기] 안양시 2024년 소상공인 경영환경개선사업 공고,2024-03-25,2024-03-29,경기도,한국생산성본부,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095462
904,기술,[충남] 부여군 2024년 연고자원의 스마트팜 기반구축을 통한 생산고도화 지원사업 모집 공고(시군구 연고산업 육성사업),2024-02-29,2024-03-27,충청남도,충남테크노파크,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095461
905,경영,[충남] 보령시 2024년 우수해양자원을 활용한 지역브랜드 다각화사업 모집 공고(시군구 연고산업 육성사업),2024-02-29,2024-03-27,충청남도,충남테크노파크,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095443
906,경영,[충남] 논산시ㆍ서천군 2024년 식품산업 고부가가치화 및 마케팅 역량강화 지원 모집 공고(시군구연고산업육성사업),2024-02-29,2024-03-27,충청남도,충남테크노파크,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095442
907,내수,[강원] 2024년 현대백화점 공동 특판행사 참가 및 제품 온라인 마케팅 영상 제작 지원사업 참가기업 모집 공고,2024-02-29,2024-12-31,강원특별자치도,강원특별자치도경제진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095441
908,창업,[인천] 2024년 소상공인 IP(지식재산) 역량 강화 상표출원 지원사업 모집 공고,2024-02-29,2024-12-31,특허청,인천지식재산센터,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095440
